Notes,State,State Code,Year,Year Code,Gender,Gender Code,Deaths,Population,Crude Rate
,Maine,23,2014,2014,Female,F,55,678818,8.1
,Maine,23,2014,2014,Male,M,123,651271,18.9
Total,Maine,23,2014,2014,,,178,1330089,13.4
,Maine,23,2015,2015,Female,F,74,678071,10.9
,Maine,23,2015,2015,Male,M,170,651257,26.1
Total,Maine,23,2015,2015,,,244,1329328,18.4
,Maine,23,2016,2016,Female,F,95,678894,14
,Maine,23,2016,2016,Male,M,219,652585,33.6
Total,Maine,23,2016,2016,,,314,1331479,23.6
,Maine,23,2017,2017,Female,F,95,681387,13.9
,Maine,23,2017,2017,Male,M,283,654520,43.2
Total,Maine,23,2017,2017,,,378,1335907,28.3
,Maine,23,2018,2018,Female,F,81,683031,11.9
,Maine,23,2018,2018,Male,M,223,655373,34
Total,Maine,23,2018,2018,,,304,1338404,22.7
,Maine,23,2019,2019,Female,F,99,686100,14.4
,Maine,23,2019,2019,Male,M,239,658112,36.3
Total,Maine,23,2019,2019,,,338,1344212,25.1
,Maine,23,2020,2020,Female,F,126,688840,18.3
,Maine,23,2020,2020,Male,M,326,661301,49.3
Total,Maine,23,2020,2020,,,452,1350141,33.5
Total,Maine,23,,,,,2337,10687862,21.9
,Maryland,24,2013,2013,Female,F,256,3054052,8.4
,Maryland,24,2013,2013,Male,M,531,2874762,18.5
Total,Maryland,24,2013,2013,,,787,5928814,13.3
,Maryland,24,2014,2014,Female,F,279,3079989,9.1
,Maryland,24,2014,2014,Male,M,671,2896418,23.2
Total,Maryland,24,2014,2014,,,950,5976407,15.9
,Maryland,24,2015,2015,Female,F,317,3095316,10.2
,Maryland,24,2015,2015,Male,M,813,2911085,27.9
Total,Maryland,24,2015,2015,,,1130,6006401,18.8
,Maryland,24,2016,2016,Female,F,518,3101981,16.7
,Maryland,24,2016,2016,Male,M,1371,2914466,47
Total,Maryland,24,2016,2016,,,1889,6016447,31.4
,Maryland,24,2017,2017,Female,F,600,3118023,19.2
,Maryland,24,2017,2017,Male,M,1496,2934154,51
Total,Maryland,24,2017,2017,,,2096,6052177,34.6
,Maryland,24,2018,2018,Female,F,597,3113797,19.2
,Maryland,24,2018,2018,Male,M,1592,2928921,54.4
Total,Maryland,24,2018,2018,,,2189,6042718,36.2
,Maryland,24,2019,2019,Female,F,609,3116815,19.5
,Maryland,24,2019,2019,Male,M,1604,2928865,54.8
Total,Maryland,24,2019,2019,,,2213,6045680,36.6
,Maryland,24,2020,2020,Female,F,714,3123228,22.9
,Maryland,24,2020,2020,Male,M,1880,2932574,64.1
Total,Maryland,24,2020,2020,,,2594,6055802,42.8
Total,Maryland,24,,,,,13848,48124446,28.8
,Massachusetts,25,2013,2013,Female,F,290,3448008,8.4
,Massachusetts,25,2013,2013,Male,M,662,3244816,20.4
Total,Massachusetts,25,2013,2013,,,952,6692824,14.2
,Massachusetts,25,2014,2014,Female,F,338,3474584,9.7
,Massachusetts,25,2014,2014,Male,M,852,3270824,26
Total,Massachusetts,25,2014,2014,,,1190,6745408,17.6
,Massachusetts,25,2015,2015,Female,F,401,3498304,11.5
,Massachusetts,25,2015,2015,Male,M,1192,3296118,36.2
Total,Massachusetts,25,2015,2015,,,1593,6794422,23.4
,Massachusetts,25,2016,2016,Female,F,558,3506128,15.9
,Massachusetts,25,2016,2016,Male,M,1524,3305651,46.1
Total,Massachusetts,25,2016,2016,,,2082,6811779,30.6
,Massachusetts,25,2017,2017,Female,F,477,3529454,13.5
,Massachusetts,25,2017,2017,Male,M,1538,3330365,46.2
Total,Massachusetts,25,2017,2017,,,2015,6859819,29.4
,Massachusetts,25,2018,2018,Female,F,585,3551621,16.5
,Massachusetts,25,2018,2018,Male,M,1511,3350528,45.1
Total,Massachusetts,25,2018,2018,,,2096,6902149,30.4
,Massachusetts,25,2019,2019,Female,F,525,3546935,14.8
,Massachusetts,25,2019,2019,Male,M,1555,3345568,46.5
Total,Massachusetts,25,2019,2019,,,2080,6892503,30.2
,Massachusetts,25,2020,2020,Female,F,601,3546542,16.9
,Massachusetts,25,2020,2020,Male,M,1594,3347032,47.6
Total,Massachusetts,25,2020,2020,,,2195,6893574,31.8
Total,Massachusetts,25,,,,,14203,54592478,26
,Michigan,26,2013,2013,Female,F,342,5036338,6.8
,Michigan,26,2013,2013,Male,M,626,4859284,12.9
Total,Michigan,26,2013,2013,,,968,9895622,9.8
,Michigan,26,2014,2014,Female,F,388,5041414,7.7
,Michigan,26,2014,2014,Male,M,728,4868463,15
Total,Michigan,26,2014,2014,,,1116,9909877,11.3
,Michigan,26,2015,2015,Female,F,476,5044428,9.4
,Michigan,26,2015,2015,Male,M,912,4878148,18.7
Total,Michigan,26,2015,2015,,,1388,9922576,14
,Michigan,26,2016,2016,Female,F,601,5043554,11.9
,Michigan,26,2016,2016,Male,M,1281,4884746,26.2
Total,Michigan,26,2016,2016,,,1882,9928300,19
,Michigan,26,2017,2017,Female,F,743,5058559,14.7
,Michigan,26,2017,2017,Male,M,1443,4903752,29.4
Total,Michigan,26,2017,2017,,,2186,9962311,21.9
,Michigan,26,2018,2018,Female,F,747,5073772,14.7
,Michigan,26,2018,2018,Male,M,1437,4922143,29.2
Total,Michigan,26,2018,2018,,,2184,9995915,21.8
,Michigan,26,2019,2019,Female,F,635,5068329,12.5
,Michigan,26,2019,2019,Male,M,1339,4918528,27.2
Total,Michigan,26,2019,2019,,,1974,9986857,19.8
,Michigan,26,2020,2020,Female,F,710,5058742,14
,Michigan,26,2020,2020,Male,M,1653,4907813,33.7
Total,Michigan,26,2020,2020,,,2363,9966555,23.7
Total,Michigan,26,,,,,14061,79568013,17.7
,Minnesota,27,2013,2013,Female,F,117,2727081,4.3
,Minnesota,27,2013,2013,Male,M,226,2693299,8.4
Total,Minnesota,27,2013,2013,,,343,5420380,6.3
,Minnesota,27,2014,2014,Female,F,136,2745132,5
,Minnesota,27,2014,2014,Male,M,240,2712041,8.8
Total,Minnesota,27,2014,2014,,,376,5457173,6.9
,Minnesota,27,2015,2015,Female,F,149,2759730,5.4
,Minnesota,27,2015,2015,Male,M,261,2729864,9.6
Total,Minnesota,27,2015,2015,,,410,5489594,7.5
,Minnesota,27,2016,2016,Female,F,146,2772322,5.3
,Minnesota,27,2016,2016,Male,M,348,2747630,12.7
Total,Minnesota,27,2016,2016,,,494,5519952,8.9
,Minnesota,27,2017,2017,Female,F,195,2799760,7
,Minnesota,27,2017,2017,Male,M,368,2776846,13.3
Total,Minnesota,27,2017,2017,,,563,5576606,10.1
,Minnesota,27,2018,2018,Female,F,163,2816378,5.8
,Minnesota,27,2018,2018,Male,M,295,2794801,10.6
Total,Minnesota,27,2018,2018,,,458,5611179,8.2
,Minnesota,27,2019,2019,Female,F,172,2829821,6.1
,Minnesota,27,2019,2019,Male,M,396,2809811,14.1
Total,Minnesota,27,2019,2019,,,568,5639632,10.1
,Minnesota,27,2020,2020,Female,F,276,2838748,9.7
,Minnesota,27,2020,2020,Male,M,567,2818594,20.1
Total,Minnesota,27,2020,2020,,,843,5657342,14.9
Total,Minnesota,27,,,,,4055,44371858,9.1
,Mississippi,28,2013,2013,Female,F,62,1536620,4
,Mississippi,28,2013,2013,Male,M,57,1454587,3.9
Total,Mississippi,28,2013,2013,,,119,2991207,4
,Mississippi,28,2014,2014,Female,F,57,1539523,3.7
,Mississippi,28,2014,2014,Male,M,82,1454556,5.6
Total,Mississippi,28,2014,2014,,,139,2994079,4.6
,Mississippi,28,2015,2015,Female,F,57,1540483,3.7
,Mississippi,28,2015,2015,Male,M,135,1451850,9.3
Total,Mississippi,28,2015,2015,,,192,2992333,6.4
,Mississippi,28,2016,2016,Female,F,85,1539934,5.5
,Mississippi,28,2016,2016,Male,M,148,1448792,10.2
Total,Mississippi,28,2016,2016,,,233,2988726,7.8
,Mississippi,28,2017,2017,Female,F,85,1538222,5.5
,Mississippi,28,2017,2017,Male,M,150,1445878,10.4
Total,Mississippi,28,2017,2017,,,235,2984100,7.9
,Mississippi,28,2018,2018,Female,F,90,1538795,5.8
,Mississippi,28,2018,2018,Male,M,149,1447735,10.3
Total,Mississippi,28,2018,2018,,,239,2986530,8
,Mississippi,28,2019,2019,Female,F,117,1533857,7.6
,Mississippi,28,2019,2019,Male,M,218,1442292,15.1
Total,Mississippi,28,2019,2019,,,335,2976149,11.3
,Mississippi,28,2020,2020,Female,F,168,1530971,11
,Mississippi,28,2020,2020,Male,M,355,1435815,24.7
Total,Mississippi,28,2020,2020,,,523,2966786,17.6
Total,Mississippi,28,,,,,2015,23879910,8.4
,Missouri,29,2013,2013,Female,F,252,3080214,8.2
,Missouri,29,2013,2013,Male,M,438,2963957,14.8
Total,Missouri,29,2013,2013,,,690,6044171,11.4
,Missouri,29,2014,2014,Female,F,281,3089367,9.1
,Missouri,29,2014,2014,Male,M,500,2974222,16.8
Total,Missouri,29,2014,2014,,,781,6063589,12.9
,Missouri,29,2015,2015,Female,F,291,3098627,9.4
,Missouri,29,2015,2015,Male,M,499,2985045,16.7
Total,Missouri,29,2015,2015,,,790,6083672,13
,Missouri,29,2016,2016,Female,F,351,3100965,11.3
,Missouri,29,2016,2016,Male,M,708,2992035,23.7
Total,Missouri,29,2016,2016,,,1059,6093000,17.4
,Missouri,29,2017,2017,Female,F,364,3111296,11.7
,Missouri,29,2017,2017,Male,M,760,3002236,25.3
Total,Missouri,29,2017,2017,,,1124,6113532,18.4
,Missouri,29,2018,2018,Female,F,425,3118889,13.6
,Missouri,29,2018,2018,Male,M,917,3007563,30.5
Total,Missouri,29,2018,2018,,,1342,6126452,21.9
,Missouri,29,2019,2019,Female,F,440,3124766,14.1
,Missouri,29,2019,2019,Male,M,934,3012662,31
Total,Missouri,29,2019,2019,,,1374,6137428,22.4
,Missouri,29,2020,2020,Female,F,500,3133825,16
,Missouri,29,2020,2020,Male,M,1141,3017723,37.8
Total,Missouri,29,2020,2020,,,1641,6151548,26.7
Total,Missouri,29,,,,,8801,48813392,18
,Montana,30,2013,2013,Female,F,37,505367,7.3
,Montana,30,2013,2013,Male,M,44,509798,8.6
Total,Montana,30,2013,2013,,,81,1015165,8
,Montana,30,2014,2014,Female,F,27,509456,5.3
,Montana,30,2014,2014,Male,M,30,514123,5.8
Total,Montana,30,2014,2014,,,57,1023579,5.6
,Montana,30,2015,2015,Female,F,28,513619,5.5
,Montana,30,2015,2015,Male,M,46,519330,8.9
Total,Montana,30,2015,2015,,,74,1032949,7.2
,Montana,30,2016,2016,Female,F,24,517745,4.6
,Montana,30,2016,2016,Male,M,37,524775,7.1
Total,Montana,30,2016,2016,,,61,1042520,5.9
,Montana,30,2017,2017,Female,F,18,521537,Unreliable
,Montana,30,2017,2017,Male,M,42,528956,7.9
Total,Montana,30,2017,2017,,,60,1050493,5.7
,Montana,30,2018,2018,Female,F,35,527453,6.6
,Montana,30,2018,2018,Male,M,47,534852,8.8
Total,Montana,30,2018,2018,,,82,1062305,7.7
,Montana,30,2019,2019,Female,F,45,530712,8.5
,Montana,30,2019,2019,Male,M,60,538066,11.2
Total,Montana,30,2019,2019,,,105,1068778,9.8
,Montana,30,2020,2020,Female,F,33,536476,6.2
,Montana,30,2020,2020,Male,M,93,544101,17.1
Total,Montana,30,2020,2020,,,126,1080577,11.7
Total,Montana,30,,,,,646,8376366,7.7
,Nebraska,31,2013,2013,Female,F,24,938690,2.6
,Nebraska,31,2013,2013,Male,M,28,929826,3
Total,Nebraska,31,2013,2013,,,52,1868516,2.8
,Nebraska,31,2014,2014,Female,F,31,944640,3.3
,Nebraska,31,2014,2014,Male,M,38,936863,4.1
Total,Nebraska,31,2014,2014,,,69,1881503,3.7
,Nebraska,31,2015,2015,Female,F,25,951022,2.6
,Nebraska,31,2015,2015,Male,M,53,945168,5.6
Total,Nebraska,31,2015,2015,,,78,1896190,4.1
,Nebraska,31,2016,2016,Female,F,18,956445,Unreliable
,Nebraska,31,2016,2016,Male,M,42,950671,4.4
Total,Nebraska,31,2016,2016,,,60,1907116,3.1
,Nebraska,31,2017,2017,Female,F,36,961945,3.7
,Nebraska,31,2017,2017,Male,M,55,958131,5.7
Total,Nebraska,31,2017,2017,,,91,1920076,4.7
,Nebraska,31,2018,2018,Female,F,35,965886,3.6
,Nebraska,31,2018,2018,Male,M,50,963382,5.2
Total,Nebraska,31,2018,2018,,,85,1929268,4.4
,Nebraska,31,2019,2019,Female,F,44,967959,4.5
,Nebraska,31,2019,2019,Male,M,64,966449,6.6
Total,Nebraska,31,2019,2019,,,108,1934408,5.6
,Nebraska,31,2020,2020,Female,F,53,969739,5.5
,Nebraska,31,2020,2020,Male,M,91,967813,9.4
Total,Nebraska,31,2020,2020,,,144,1937552,7.4
Total,Nebraska,31,,,,,687,15274629,4.5
,Nevada,32,2013,2013,Female,F,206,1384702,14.9
,Nevada,32,2013,2013,Male,M,301,1405434,21.4
Total,Nevada,32,2013,2013,,,507,2790136,18.2
,Nevada,32,2014,2014,Female,F,194,1412306,13.7
,Nevada,32,2014,2014,Male,M,269,1426793,18.9
Total,Nevada,32,2014,2014,,,463,2839099,16.3
,Nevada,32,2015,2015,Female,F,231,1440294,16
,Nevada,32,2015,2015,Male,M,310,1450551,21.4
Total,Nevada,32,2015,2015,,,541,2890845,18.7
,Nevada,32,2016,2016,Female,F,221,1466061,15.1
,Nevada,32,2016,2016,Male,M,346,1473997,23.5
Total,Nevada,32,2016,2016,,,567,2940058,19.3
,Nevada,32,2017,2017,Female,F,228,1494290,15.3
,Nevada,32,2017,2017,Male,M,362,1503749,24.1
Total,Nevada,32,2017,2017,,,590,2998039,19.7
,Nevada,32,2018,2018,Female,F,192,1512837,12.7
,Nevada,32,2018,2018,Male,M,413,1521555,27.1
Total,Nevada,32,2018,2018,,,605,3034392,19.9
,Nevada,32,2019,2019,Female,F,199,1535329,13
,Nevada,32,2019,2019,Male,M,375,1544827,24.3
Total,Nevada,32,2019,2019,,,574,3080156,18.6
,Nevada,32,2020,2020,Female,F,249,1565619,15.9
,Nevada,32,2020,2020,Male,M,520,1572640,33.1
Total,Nevada,32,2020,2020,,,769,3138259,24.5
Total,Nevada,32,,,,,4616,23710984,19.5
,New Hampshire,33,2013,2013,Female,F,49,669746,7.3
,New Hampshire,33,2013,2013,Male,M,122,653713,18.7
Total,New Hampshire,33,2013,2013,,,171,1323459,12.9
,New Hampshire,33,2014,2014,Female,F,87,671344,13
,New Hampshire,33,2014,2014,Male,M,216,655469,33
Total,New Hampshire,33,2014,2014,,,303,1326813,22.8
,New Hampshire,33,2015,2015,Female,F,108,672952,16
,New Hampshire,33,2015,2015,Male,M,279,657656,42.4
Total,New Hampshire,33,2015,2015,,,387,1330608,29.1
,New Hampshire,33,2016,2016,Female,F,124,673935,18.4
,New Hampshire,33,2016,2016,Male,M,323,660860,48.9
Total,New Hampshire,33,2016,2016,,,447,1334795,33.5
,New Hampshire,33,2017,2017,Female,F,128,677786,18.9
,New Hampshire,33,2017,2017,Male,M,307,665009,46.2
Total,New Hampshire,33,2017,2017,,,435,1342795,32.4
,New Hampshire,33,2018,2018,Female,F,113,684192,16.5
,New Hampshire,33,2018,2018,Male,M,307,672266,45.7
Total,New Hampshire,33,2018,2018,,,420,1356458,31
,New Hampshire,33,2019,2019,Female,F,120,685918,17.5
,New Hampshire,33,2019,2019,Male,M,257,673793,38.1
Total,New Hampshire,33,2019,2019,,,377,1359711,27.7
,New Hampshire,33,2020,2020,Female,F,100,689281,14.5
,New Hampshire,33,2020,2020,Male,M,257,676994,38
Total,New Hampshire,33,2020,2020,,,357,1366275,26.1
Total,New Hampshire,33,,,,,2897,10740914,27
,New Jersey,34,2013,2013,Female,F,223,4555374,4.9
,New Jersey,34,2013,2013,Male,M,523,4343965,12
Total,New Jersey,34,2013,2013,,,746,8899339,8.4
,New Jersey,34,2014,2014,Female,F,235,4576223,5.1
,New Jersey,34,2014,2014,Male,M,545,4361952,12.5
Total,New Jersey,34,2014,2014,,,780,8938175,8.7
,New Jersey,34,2015,2015,Female,F,246,4585897,5.4
,New Jersey,34,2015,2015,Male,M,678,4372116,15.5
Total,New Jersey,34,2015,2015,,,924,8958013,10.3
,New Jersey,34,2016,2016,Female,F,393,4576725,8.6
,New Jersey,34,2016,2016,Male,M,1105,4367744,25.3
Total,New Jersey,34,2016,2016,,,1498,8944469,16.7
,New Jersey,34,2017,2017,Female,F,525,4609070,11.4
,New Jersey,34,2017,2017,Male,M,1533,4396574,34.9
Total,New Jersey,34,2017,2017,,,2058,9005644,22.9
,New Jersey,34,2018,2018,Female,F,708,4556326,15.5
,New Jersey,34,2018,2018,Male,M,1991,4352194,45.7
Total,New Jersey,34,2018,2018,,,2699,8908520,30.3
,New Jersey,34,2019,2019,Female,F,703,4541603,15.5
,New Jersey,34,2019,2019,Male,M,1939,4340587,44.7
Total,New Jersey,34,2019,2019,,,2642,8882190,29.7
,New Jersey,34,2020,2020,Female,F,662,4539322,14.6
,New Jersey,34,2020,2020,Male,M,2003,4343049,46.1
Total,New Jersey,34,2020,2020,,,2665,8882371,30
Total,New Jersey,34,,,,,14012,71418721,19.6
,New Mexico,35,2013,2013,Female,F,141,1051678,13.4
,New Mexico,35,2013,2013,Male,M,250,1033609,24.2
Total,New Mexico,35,2013,2013,,,391,2085287,18.8
,New Mexico,35,2014,2014,Female,F,184,1052690,17.5
,New Mexico,35,2014,2014,Male,M,299,1032882,28.9
Total,New Mexico,35,2014,2014,,,483,2085572,23.2
,New Mexico,35,2015,2015,Female,F,147,1051688,14
,New Mexico,35,2015,2015,Male,M,273,1033421,26.4
Total,New Mexico,35,2015,2015,,,420,2085109,20.1
,New Mexico,35,2016,2016,Female,F,156,1050352,14.9
,New Mexico,35,2016,2016,Male,M,279,1030663,27.1
Total,New Mexico,35,2016,2016,,,435,2081015,20.9
,New Mexico,35,2017,2017,Female,F,149,1053926,14.1
,New Mexico,35,2017,2017,Male,M,288,1034144,27.8
Total,New Mexico,35,2017,2017,,,437,2088070,20.9
,New Mexico,35,2018,2018,Female,F,148,1058143,14
,New Mexico,35,2018,2018,Male,M,316,1037285,30.5
Total,New Mexico,35,2018,2018,,,464,2095428,22.1
,New Mexico,35,2019,2019,Female,F,171,1059397,16.1
,New Mexico,35,2019,2019,Male,M,371,1037432,35.8
Total,New Mexico,35,2019,2019,,,542,2096829,25.8
,New Mexico,35,2020,2020,Female,F,216,1063860,20.3
,New Mexico,35,2020,2020,Male,M,478,1042459,45.9
Total,New Mexico,35,2020,2020,,,694,2106319,32.9
Total,New Mexico,35,,,,,3866,16723629,23.1
,New York,36,2013,2013,Female,F,574,10114934,5.7
,New York,36,2013,2013,Male,M,1330,9536193,13.9
Total,New York,36,2013,2013,,,1904,19651127,9.7
,New York,36,2014,2014,Female,F,581,10164966,5.7
,New York,36,2014,2014,Male,M,1361,9581261,14.2
Total,New York,36,2014,2014,,,1942,19746227,9.8
,New York,36,2015,2015,Female,F,648,10184278,6.4
,New York,36,2015,2015,Male,M,1733,9611513,18
Total,New York,36,2015,2015,,,2381,19795791,12
,New York,36,2016,2016,Female,F,901,10157924,8.9
,New York,36,2016,2016,Male,M,2402,9587365,25.1
Total,New York,36,2016,2016,,,3303,19745289,16.7
,New York,36,2017,2017,Female,F,894,10211937,8.8
,New York,36,2017,2017,Male,M,2674,9637462,27.7
Total,New York,36,2017,2017,,,3568,19849399,18
,New York,36,2018,2018,Female,F,914,10053779,9.1
,New York,36,2018,2018,Male,M,2432,9488430,25.6
Total,New York,36,2018,2018,,,3346,19542209,17.1
,New York,36,2019,2019,Female,F,892,10005715,8.9
,New York,36,2019,2019,Male,M,2403,9447846,25.4
Total,New York,36,2019,2019,,,3295,19453561,16.9
,New York,36,2020,2020,Female,F,1201,9946279,12.1
,New York,36,2020,2020,Male,M,3404,9390497,36.2
Total,New York,36,2020,2020,,,4605,19336776,23.8
Total,New York,36,,,,,24344,157120379,15.5
,North Carolina,37,2013,2013,Female,F,357,5047448,7.1
,North Carolina,37,2013,2013,Male,M,585,4800612,12.2
Total,North Carolina,37,2013,2013,,,942,9848060,9.6
,North Carolina,37,2014,2014,Female,F,412,5099371,8.1
,North Carolina,37,2014,2014,Male,M,667,4844593,13.8
Total,North Carolina,37,2014,2014,,,1079,9943964,10.9
,North Carolina,37,2015,2015,Female,F,480,5150777,9.3
,North Carolina,37,2015,2015,Male,M,830,4892025,17
Total,North Carolina,37,2015,2015,,,1310,10042802,13
,North Carolina,37,2016,2016,Female,F,636,5213836,12.2
,North Carolina,37,2016,2016,Male,M,1076,4932952,21.8
Total,North Carolina,37,2016,2016,,,1712,10146788,16.9
,North Carolina,37,2017,2017,Female,F,713,5271981,13.5
,North Carolina,37,2017,2017,Male,M,1454,5001438,29.1
Total,North Carolina,37,2017,2017,,,2167,10273419,21.1
,North Carolina,37,2018,2018,Female,F,669,5332759,12.5
,North Carolina,37,2018,2018,Male,M,1351,5050861,26.7
Total,North Carolina,37,2018,2018,,,2020,10383620,19.5
,North Carolina,37,2019,2019,Female,F,632,5387820,11.7
,North Carolina,37,2019,2019,Male,M,1444,5100264,28.3
Total,North Carolina,37,2019,2019,,,2076,10488084,19.8
,North Carolina,37,2020,2020,Female,F,873,5448241,16
,North Carolina,37,2020,2020,Male,M,2062,5152582,40
Total,North Carolina,37,2020,2020,,,2935,10600823,27.7
Total,North Carolina,37,,,,,14241,81727560,17.4
,North Dakota,38,2013,2013,Female,F,Suppressed,353392,Suppressed
,North Dakota,38,2013,2013,Male,M,Suppressed,370001,Suppressed
Total,North Dakota,38,2013,2013,,,13,723393,Unreliable
,North Dakota,38,2014,2014,Female,F,13,360463,Unreliable
,North Dakota,38,2014,2014,Male,M,19,379019,Unreliable
Total,North Dakota,38,2014,2014,,,32,739482,4.3
,North Dakota,38,2015,2015,Female,F,16,368074,Unreliable
,North Dakota,38,2015,2015,Male,M,23,388853,5.9
Total,North Dakota,38,2015,2015,,,39,756927,5.2
,North Dakota,38,2016,2016,Female,F,19,368978,Unreliable
,North Dakota,38,2016,2016,Male,M,39,388974,10
Total,North Dakota,38,2016,2016,,,58,757952,7.7
,North Dakota,38,2017,2017,Female,F,18,368094,Unreliable
,North Dakota,38,2017,2017,Male,M,32,387299,8.3
Total,North Dakota,38,2017,2017,,,50,755393,6.6
,North Dakota,38,2018,2018,Female,F,15,370727,Unreliable
,North Dakota,38,2018,2018,Male,M,33,389350,8.5
Total,North Dakota,38,2018,2018,,,48,760077,6.3
,North Dakota,38,2019,2019,Female,F,22,372030,5.9
,North Dakota,38,2019,2019,Male,M,35,390032,9
Total,North Dakota,38,2019,2019,,,57,762062,7.5
,North Dakota,38,2020,2020,Female,F,28,373494,7.5
,North Dakota,38,2020,2020,Male,M,62,391815,15.8
Total,North Dakota,38,2020,2020,,,90,765309,11.8
Total,North Dakota,38,,,,,387,6020595,6.4
,Ohio,39,2013,2013,Female,F,577,5911149,9.8
,Ohio,39,2013,2013,Male,M,1205,5659659,21.3
Total,Ohio,39,2013,2013,,,1782,11570808,15.4
,Ohio,39,2014,2014,Female,F,734,5919391,12.4
,Ohio,39,2014,2014,Male,M,1513,5674772,26.7
Total,Ohio,39,2014,2014,,,2247,11594163,19.4
,Ohio,39,2015,2015,Female,F,952,5926893,16.1
,Ohio,39,2015,2015,Male,M,1914,5686530,33.7
Total,Ohio,39,2015,2015,,,2866,11613423,24.7
,Ohio,39,2016,2016,Female,F,1230,5922679,20.8
,Ohio,39,2016,2016,Male,M,2674,5691694,47
Total,Ohio,39,2016,2016,,,3904,11614373,33.6
,Ohio,39,2017,2017,Female,F,1484,5945509,25
,Ohio,39,2017,2017,Male,M,3203,5713100,56.1
Total,Ohio,39,2017,2017,,,4687,11658609,40.2
,Ohio,39,2018,2018,Female,F,1169,5958724,19.6
,Ohio,39,2018,2018,Male,M,2422,5730718,42.3
Total,Ohio,39,2018,2018,,,3591,11689442,30.7
,Ohio,39,2019,2019,Female,F,1205,5958538,20.2
,Ohio,39,2019,2019,Male,M,2641,5730562,46.1
Total,Ohio,39,2019,2019,,,3846,11689100,32.9
,Ohio,39,2020,2020,Female,F,1481,5960556,24.8
,Ohio,39,2020,2020,Male,M,3290,5732661,57.4
Total,Ohio,39,2020,2020,,,4771,11693217,40.8
Total,Ohio,39,,,,,27694,93123135,29.7
,Oklahoma,40,2013,2013,Female,F,277,1943276,14.3
,Oklahoma,40,2013,2013,Male,M,347,1907292,18.2
Total,Oklahoma,40,2013,2013,,,624,3850568,16.2
,Oklahoma,40,2014,2014,Female,F,270,1957903,13.8
,Oklahoma,40,2014,2014,Male,M,344,1920148,17.9
Total,Oklahoma,40,2014,2014,,,614,3878051,15.8
,Oklahoma,40,2015,2015,Female,F,250,1974214,12.7
,Oklahoma,40,2015,2015,Male,M,336,1937124,17.3
Total,Oklahoma,40,2015,2015,,,586,3911338,15
,Oklahoma,40,2016,2016,Female,F,268,1979658,13.5
,Oklahoma,40,2016,2016,Male,M,402,1943903,20.7
Total,Oklahoma,40,2016,2016,,,670,3923561,17.1
,Oklahoma,40,2017,2017,Female,F,242,1983302,12.2
,Oklahoma,40,2017,2017,Male,M,389,1947562,20
Total,Oklahoma,40,2017,2017,,,631,3930864,16.1
,Oklahoma,40,2018,2018,Female,F,226,1990033,11.4
,Oklahoma,40,2018,2018,Male,M,365,1953046,18.7
Total,Oklahoma,40,2018,2018,,,591,3943079,15
,Oklahoma,40,2019,2019,Female,F,187,1996313,9.4
,Oklahoma,40,2019,2019,Male,M,363,1960658,18.5
Total,Oklahoma,40,2019,2019,,,550,3956971,13.9
,Oklahoma,40,2020,2020,Female,F,233,2009602,11.6
,Oklahoma,40,2020,2020,Male,M,424,1971181,21.5
Total,Oklahoma,40,2020,2020,,,657,3980783,16.5
Total,Oklahoma,40,,,,,4923,31375215,15.7
,Oregon,41,2013,2013,Female,F,150,1985655,7.6
,Oregon,41,2013,2013,Male,M,200,1944410,10.3
Total,Oregon,41,2013,2013,,,350,3930065,8.9
,Oregon,41,2014,2014,Female,F,160,2006139,8
,Oregon,41,2014,2014,Male,M,251,1964100,12.8
Total,Oregon,41,2014,2014,,,411,3970239,10.4
,Oregon,41,2015,2015,Female,F,158,2035807,7.8
,Oregon,41,2015,2015,Male,M,252,1993170,12.6
Total,Oregon,41,2015,2015,,,410,4028977,10.2
,Oregon,41,2016,2016,Female,F,146,2066455,7.1
,Oregon,41,2016,2016,Male,M,267,2027010,13.2
Total,Oregon,41,2016,2016,,,413,4093465,10.1
,Oregon,41,2017,2017,Female,F,160,2089787,7.7
,Oregon,41,2017,2017,Male,M,277,2052989,13.5
Total,Oregon,41,2017,2017,,,437,4142776,10.5
,Oregon,41,2018,2018,Female,F,143,2113219,6.8
,Oregon,41,2018,2018,Male,M,319,2077494,15.4
Total,Oregon,41,2018,2018,,,462,4190713,11
,Oregon,41,2019,2019,Female,F,155,2127010,7.3
,Oregon,41,2019,2019,Male,M,373,2090727,17.8
Total,Oregon,41,2019,2019,,,528,4217737,12.5
,Oregon,41,2020,2020,Female,F,222,2139046,10.4
,Oregon,41,2020,2020,Male,M,478,2102461,22.7
Total,Oregon,41,2020,2020,,,700,4241507,16.5
Total,Oregon,41,,,,,3711,32815479,11.3
,Pennsylvania,42,2013,2013,Female,F,331,6531461,5.1
,Pennsylvania,42,2013,2013,Male,M,720,6242340,11.5
Total,Pennsylvania,42,2013,2013,,,1051,12773801,8.2
,Pennsylvania,42,2014,2014,Female,F,379,6533392,5.8
,Pennsylvania,42,2014,2014,Male,M,821,6253817,13.1
Total,Pennsylvania,42,2014,2014,,,1200,12787209,9.4
,Pennsylvania,42,2015,2015,Female,F,448,6538129,6.9
,Pennsylvania,42,2015,2015,Male,M,1026,6264374,16.4
Total,Pennsylvania,42,2015,2015,,,1474,12802503,11.5
,Pennsylvania,42,2016,2016,Female,F,698,6523033,10.7
