"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2005"	"2005"	"Male"	"M"	11	2213382	Unreliable
	"Alabama"	"01"	"2008"	"2008"	"Male"	"M"	10	2287949	Unreliable
	"Alabama"	"01"	"2010"	"2010"	"Male"	"M"	17	2320188	Unreliable
	"Alabama"	"01"	"2011"	"2011"	"Male"	"M"	10	2329491	Unreliable
	"Alabama"	"01"	"2012"	"2012"	"Male"	"M"	13	2338557	Unreliable
	"Alabama"	"01"	"2013"	"2013"	"Male"	"M"	20	2345347	0.9
	"Alabama"	"01"	"2014"	"2014"	"Female"	"F"	10	2499410	Unreliable
	"Alabama"	"01"	"2014"	"2014"	"Male"	"M"	22	2349967	0.9
	"Alabama"	"01"	"2015"	"2015"	"Female"	"F"	16	2505795	Unreliable
	"Alabama"	"01"	"2015"	"2015"	"Male"	"M"	30	2353184	1.3
	"Alabama"	"01"	"2016"	"2016"	"Female"	"F"	15	2507714	Unreliable
	"Alabama"	"01"	"2016"	"2016"	"Male"	"M"	51	2355586	2.2
	"Alabama"	"01"	"2017"	"2017"	"Female"	"F"	30	2514911	1.2
	"Alabama"	"01"	"2017"	"2017"	"Male"	"M"	98	2359836	4.2
	"Alabama"	"01"	"2018"	"2018"	"Female"	"F"	52	2523756	2.1
	"Alabama"	"01"	"2018"	"2018"	"Male"	"M"	118	2364115	5.0
	"Alabama"	"01"	"2019"	"2019"	"Female"	"F"	82	2533668	3.2
	"Alabama"	"01"	"2019"	"2019"	"Male"	"M"	164	2369517	6.9
	"Alabama"	"01"	"2020 "	"2020"	"Female"	"F"	97	2544566	3.8
	"Alabama"	"01"	"2020 "	"2020"	"Male"	"M"	215	2376966	9.0
	"Alaska"	"02"	"2009"	"2009"	"Female"	"F"	10	337002	Unreliable
	"Alaska"	"02"	"2011"	"2011"	"Male"	"M"	14	375192	Unreliable
	"Alaska"	"02"	"2012"	"2012"	"Male"	"M"	18	381238	Unreliable
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	16	385568	Unreliable
	"Alaska"	"02"	"2014"	"2014"	"Female"	"F"	13	349436	Unreliable
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	18	387296	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	25	389025	6.4
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	19	353762	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	39	388132	10.0
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	34	353003	9.6
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	48	386792	12.4
	"Alaska"	"02"	"2018"	"2018"	"Female"	"F"	24	352865	6.8
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	48	384573	12.5
	"Alaska"	"02"	"2019"	"2019"	"Female"	"F"	18	350127	Unreliable
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	58	381418	15.2
	"Alaska"	"02"	"2020 "	"2020"	"Female"	"F"	41	349621	11.7
	"Alaska"	"02"	"2020 "	"2020"	"Male"	"M"	58	381537	15.2
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	26	2505524	1.0
	"Arizona"	"04"	"2000"	"2000"	"Male"	"M"	25	2561057	1.0
	"Arizona"	"04"	"2001"	"2001"	"Female"	"F"	11	2641676	Unreliable
	"Arizona"	"04"	"2001"	"2001"	"Male"	"M"	46	2631801	1.7
	"Arizona"	"04"	"2002"	"2002"	"Female"	"F"	16	2704217	Unreliable
	"Arizona"	"04"	"2002"	"2002"	"Male"	"M"	45	2692038	1.7
	"Arizona"	"04"	"2003"	"2003"	"Female"	"F"	18	2764077	Unreliable
	"Arizona"	"04"	"2003"	"2003"	"Male"	"M"	61	2746287	2.2
	"Arizona"	"04"	"2004"	"2004"	"Female"	"F"	25	2835606	0.9
	"Arizona"	"04"	"2004"	"2004"	"Male"	"M"	65	2816798	2.3
	"Arizona"	"04"	"2005"	"2005"	"Female"	"F"	31	2930811	1.1
	"Arizona"	"04"	"2005"	"2005"	"Male"	"M"	83	2908266	2.9
	"Arizona"	"04"	"2006"	"2006"	"Female"	"F"	32	3026134	1.1
	"Arizona"	"04"	"2006"	"2006"	"Male"	"M"	100	3003007	3.3
	"Arizona"	"04"	"2007"	"2007"	"Female"	"F"	32	3096998	1.0
	"Arizona"	"04"	"2007"	"2007"	"Male"	"M"	108	3070683	3.5
	"Arizona"	"04"	"2008"	"2008"	"Female"	"F"	16	3155278	Unreliable
	"Arizona"	"04"	"2008"	"2008"	"Male"	"M"	78	3125084	2.5
	"Arizona"	"04"	"2009"	"2009"	"Female"	"F"	28	3189908	0.9
	"Arizona"	"04"	"2009"	"2009"	"Male"	"M"	91	3153246	2.9
	"Arizona"	"04"	"2010"	"2010"	"Female"	"F"	45	3216194	1.4
	"Arizona"	"04"	"2010"	"2010"	"Male"	"M"	97	3175823	3.1
	"Arizona"	"04"	"2011"	"2011"	"Female"	"F"	46	3258634	1.4
	"Arizona"	"04"	"2011"	"2011"	"Male"	"M"	120	3223871	3.7
	"Arizona"	"04"	"2012"	"2012"	"Female"	"F"	42	3294772	1.3
	"Arizona"	"04"	"2012"	"2012"	"Male"	"M"	126	3258483	3.9
	"Arizona"	"04"	"2013"	"2013"	"Female"	"F"	60	3331505	1.8
	"Arizona"	"04"	"2013"	"2013"	"Male"	"M"	168	3295119	5.1
	"Arizona"	"04"	"2014"	"2014"	"Female"	"F"	65	3387637	1.9
	"Arizona"	"04"	"2014"	"2014"	"Male"	"M"	195	3343847	5.8
	"Arizona"	"04"	"2015"	"2015"	"Female"	"F"	112	3436575	3.3
	"Arizona"	"04"	"2015"	"2015"	"Male"	"M"	283	3391490	8.3
	"Arizona"	"04"	"2016"	"2016"	"Female"	"F"	151	3488176	4.3
	"Arizona"	"04"	"2016"	"2016"	"Male"	"M"	384	3442895	11.2
	"Arizona"	"04"	"2017"	"2017"	"Female"	"F"	169	3527969	4.8
	"Arizona"	"04"	"2017"	"2017"	"Male"	"M"	494	3488301	14.2
	"Arizona"	"04"	"2018"	"2018"	"Female"	"F"	169	3606307	4.7
	"Arizona"	"04"	"2018"	"2018"	"Male"	"M"	537	3565339	15.1
	"Arizona"	"04"	"2019"	"2019"	"Female"	"F"	217	3661420	5.9
	"Arizona"	"04"	"2019"	"2019"	"Male"	"M"	639	3617297	17.7
	"Arizona"	"04"	"2020 "	"2020"	"Female"	"F"	300	3735475	8.0
	"Arizona"	"04"	"2020 "	"2020"	"Male"	"M"	890	3685926	24.1
	"Arkansas"	"05"	"1999"	"1999"	"Male"	"M"	12	1292415	Unreliable
	"Arkansas"	"05"	"2000"	"2000"	"Male"	"M"	12	1304693	Unreliable
	"Arkansas"	"05"	"2002"	"2002"	"Male"	"M"	14	1322688	Unreliable
	"Arkansas"	"05"	"2003"	"2003"	"Male"	"M"	17	1333293	Unreliable
	"Arkansas"	"05"	"2004"	"2004"	"Female"	"F"	11	1403048	Unreliable
	"Arkansas"	"05"	"2004"	"2004"	"Male"	"M"	13	1346638	Unreliable
	"Arkansas"	"05"	"2005"	"2005"	"Female"	"F"	10	1418295	Unreliable
	"Arkansas"	"05"	"2005"	"2005"	"Male"	"M"	24	1362802	1.8
	"Arkansas"	"05"	"2006"	"2006"	"Female"	"F"	10	1438428	Unreliable
	"Arkansas"	"05"	"2006"	"2006"	"Male"	"M"	20	1383333	1.4
	"Arkansas"	"05"	"2007"	"2007"	"Female"	"F"	10	1451358	Unreliable
	"Arkansas"	"05"	"2007"	"2007"	"Male"	"M"	20	1397292	1.4
	"Arkansas"	"05"	"2008"	"2008"	"Male"	"M"	22	1410334	1.6
	"Arkansas"	"05"	"2009"	"2009"	"Female"	"F"	13	1475013	Unreliable
	"Arkansas"	"05"	"2009"	"2009"	"Male"	"M"	34	1421830	2.4
	"Arkansas"	"05"	"2010"	"2010"	"Female"	"F"	13	1484281	Unreliable
	"Arkansas"	"05"	"2010"	"2010"	"Male"	"M"	26	1431637	1.8
	"Arkansas"	"05"	"2011"	"2011"	"Male"	"M"	35	1442779	2.4
	"Arkansas"	"05"	"2012"	"2012"	"Female"	"F"	20	1500641	1.3
	"Arkansas"	"05"	"2012"	"2012"	"Male"	"M"	40	1448490	2.8
	"Arkansas"	"05"	"2013"	"2013"	"Female"	"F"	18	1505782	Unreliable
	"Arkansas"	"05"	"2013"	"2013"	"Male"	"M"	39	1453591	2.7
	"Arkansas"	"05"	"2014"	"2014"	"Female"	"F"	20	1509053	1.3
	"Arkansas"	"05"	"2014"	"2014"	"Male"	"M"	58	1457316	4.0
	"Arkansas"	"05"	"2015"	"2015"	"Female"	"F"	28	1515348	1.8
	"Arkansas"	"05"	"2015"	"2015"	"Male"	"M"	46	1462856	3.1
