"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2011"	"2011"	"Male"	"M"	10	2329491	Unreliable
	"Alabama"	"01"	"2012"	"2012"	"Female"	"F"	12	2483466	Unreliable
	"Alabama"	"01"	"2012"	"2012"	"Male"	"M"	24	2338557	1.0
	"Alabama"	"01"	"2013"	"2013"	"Male"	"M"	34	2345347	1.4
	"Alabama"	"01"	"2014"	"2014"	"Female"	"F"	46	2499410	1.8
	"Alabama"	"01"	"2014"	"2014"	"Male"	"M"	79	2349967	3.4
	"Alabama"	"01"	"2015"	"2015"	"Female"	"F"	24	2505795	1.0
	"Alabama"	"01"	"2015"	"2015"	"Male"	"M"	87	2353184	3.7
	"Alabama"	"01"	"2016"	"2016"	"Female"	"F"	31	2507714	1.2
	"Alabama"	"01"	"2016"	"2016"	"Male"	"M"	98	2355586	4.2
	"Alabama"	"01"	"2017"	"2017"	"Female"	"F"	32	2514911	1.3
	"Alabama"	"01"	"2017"	"2017"	"Male"	"M"	94	2359836	4.0
	"Alabama"	"01"	"2018"	"2018"	"Female"	"F"	29	2523756	1.1
	"Alabama"	"01"	"2018"	"2018"	"Male"	"M"	111	2364115	4.7
	"Alabama"	"01"	"2019"	"2019"	"Female"	"F"	36	2533668	1.4
	"Alabama"	"01"	"2019"	"2019"	"Male"	"M"	107	2369517	4.5
	"Alabama"	"01"	"2020 "	"2020"	"Female"	"F"	41	2544566	1.6
	"Alabama"	"01"	"2020 "	"2020"	"Male"	"M"	97	2376966	4.1
	"Alaska"	"02"	"2012"	"2012"	"Male"	"M"	16	381238	Unreliable
	"Alaska"	"02"	"2013"	"2013"	"Male"	"M"	20	385568	5.2
	"Alaska"	"02"	"2014"	"2014"	"Male"	"M"	19	387296	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"Female"	"F"	12	349407	Unreliable
	"Alaska"	"02"	"2015"	"2015"	"Male"	"M"	27	389025	6.9
	"Alaska"	"02"	"2016"	"2016"	"Female"	"F"	12	353762	Unreliable
	"Alaska"	"02"	"2016"	"2016"	"Male"	"M"	39	388132	10.0
	"Alaska"	"02"	"2017"	"2017"	"Female"	"F"	18	353003	Unreliable
	"Alaska"	"02"	"2017"	"2017"	"Male"	"M"	20	386792	5.2
	"Alaska"	"02"	"2018"	"2018"	"Male"	"M"	23	384573	6.0
	"Alaska"	"02"	"2019"	"2019"	"Male"	"M"	40	381418	10.5
	"Alaska"	"02"	"2020 "	"2020"	"Female"	"F"	10	349621	Unreliable
	"Alaska"	"02"	"2020 "	"2020"	"Male"	"M"	27	381537	7.1
	"Arizona"	"04"	"1999"	"1999"	"Male"	"M"	26	2505524	1.0
	"Arizona"	"04"	"2000"	"2000"	"Male"	"M"	15	2561057	Unreliable
	"Arizona"	"04"	"2001"	"2001"	"Male"	"M"	21	2631801	0.8
	"Arizona"	"04"	"2002"	"2002"	"Male"	"M"	21	2692038	0.8
	"Arizona"	"04"	"2003"	"2003"	"Female"	"F"	13	2764077	Unreliable
	"Arizona"	"04"	"2003"	"2003"	"Male"	"M"	52	2746287	1.9
	"Arizona"	"04"	"2004"	"2004"	"Male"	"M"	35	2816798	1.2
	"Arizona"	"04"	"2005"	"2005"	"Male"	"M"	29	2908266	1.0
	"Arizona"	"04"	"2006"	"2006"	"Male"	"M"	44	3003007	1.5
	"Arizona"	"04"	"2007"	"2007"	"Male"	"M"	46	3070683	1.5
	"Arizona"	"04"	"2008"	"2008"	"Male"	"M"	58	3125084	1.9
	"Arizona"	"04"	"2009"	"2009"	"Male"	"M"	76	3153246	2.4
	"Arizona"	"04"	"2010"	"2010"	"Female"	"F"	16	3216194	Unreliable
	"Arizona"	"04"	"2010"	"2010"	"Male"	"M"	75	3175823	2.4
	"Arizona"	"04"	"2011"	"2011"	"Female"	"F"	22	3258634	0.7
	"Arizona"	"04"	"2011"	"2011"	"Male"	"M"	96	3223871	3.0
	"Arizona"	"04"	"2012"	"2012"	"Female"	"F"	12	3294772	Unreliable
	"Arizona"	"04"	"2012"	"2012"	"Male"	"M"	90	3258483	2.8
	"Arizona"	"04"	"2013"	"2013"	"Female"	"F"	26	3331505	0.8
	"Arizona"	"04"	"2013"	"2013"	"Male"	"M"	121	3295119	3.7
	"Arizona"	"04"	"2014"	"2014"	"Female"	"F"	35	3387637	1.0
	"Arizona"	"04"	"2014"	"2014"	"Male"	"M"	164	3343847	4.9
	"Arizona"	"04"	"2015"	"2015"	"Female"	"F"	69	3436575	2.0
	"Arizona"	"04"	"2015"	"2015"	"Male"	"M"	183	3391490	5.4
	"Arizona"	"04"	"2016"	"2016"	"Female"	"F"	68	3488176	1.9
	"Arizona"	"04"	"2016"	"2016"	"Male"	"M"	236	3442895	6.9
	"Arizona"	"04"	"2017"	"2017"	"Female"	"F"	81	3527969	2.3
	"Arizona"	"04"	"2017"	"2017"	"Male"	"M"	265	3488301	7.6
	"Arizona"	"04"	"2018"	"2018"	"Female"	"F"	75	3606307	2.1
	"Arizona"	"04"	"2018"	"2018"	"Male"	"M"	287	3565339	8.0
	"Arizona"	"04"	"2019"	"2019"	"Female"	"F"	54	3661420	1.5
	"Arizona"	"04"	"2019"	"2019"	"Male"	"M"	224	3617297	6.2
	"Arizona"	"04"	"2020 "	"2020"	"Female"	"F"	56	3735475	1.5
	"Arizona"	"04"	"2020 "	"2020"	"Male"	"M"	169	3685926	4.6
	"Arkansas"	"05"	"2016"	"2016"	"Male"	"M"	12	1467873	Unreliable
	"Arkansas"	"05"	"2017"	"2017"	"Male"	"M"	12	1476064	Unreliable
	"Arkansas"	"05"	"2018"	"2018"	"Male"	"M"	12	1480143	Unreliable
	"Arkansas"	"05"	"2019"	"2019"	"Male"	"M"	28	1481616	1.9
	"Arkansas"	"05"	"2020 "	"2020"	"Female"	"F"	10	1543666	Unreliable
	"Arkansas"	"05"	"2020 "	"2020"	"Male"	"M"	11	1486856	Unreliable
	"California"	"06"	"1999"	"1999"	"Female"	"F"	64	16800161	0.4
	"California"	"06"	"1999"	"1999"	"Male"	"M"	425	16699043	2.5
	"California"	"06"	"2000"	"2000"	"Female"	"F"	50	16996756	0.3
	"California"	"06"	"2000"	"2000"	"Male"	"M"	296	16874892	1.8
	"California"	"06"	"2001"	"2001"	"Female"	"F"	34	17294223	0.2
	"California"	"06"	"2001"	"2001"	"Male"	"M"	198	17185235	1.2
